"sous_groupe";"id_aliment";"nom";"calories_kcal_100g";"proteines_g_100g";"glucides_g_100g";"lipides_g_100g";"sucres_g_100g";"ag_satures_g_100g";"fibres_g_100g";"sel_g_100g";"sodium_mg_100g";"calcium_mg_100g";"fer_mg_100g";"magnesium_mg_100g";"potassium_mg_100g";"zinc_mg_100g";"vitamine_d_µg_100g";"vitamine_e_mg_100g";"vitamine_b1_mg_100g";"vitamine_b2_mg_100g";"vitamine_b3_mg_100g";"vitamine_b5_mg_100g";"vitamine_b12_µg_100g";"eau_g_100g"
"charcuteries et alternatives végétales";"28804";"Jambon cru fumé, allégé en matière grasse";"142";"27.7";"0.1";"3.4";"0";"0.71";"0";"4.24";"1700";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"63.9"
"charcuteries et alternatives végétales";"28811";"Jambon de Bayonne";"243";"28";"4.51";"12.6";"0.5";"4.93";"0";"5.75";"2270";"0";"0";"0";"554";"0";"0";"0";"0";"0";"0";"0";"0";"48.6"
"charcuteries et alternatives végétales";"28812";"Jambon sec";"230";"28.7";"0.48";"12.6";"0.33";"4.99";"0";"5.7";"2250";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"53.2"
"charcuteries et alternatives végétales";"28844";"Jambon sec de Parme";"248";"27.2";"0.3";"15.4";"0.3";"5.42";"0";"5.53";"2180";"16";"0.7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"53.3"
"charcuteries et alternatives végétales";"28845";"Jambon sec Serrano";"235";"30.4";"0.76";"12.3";"0.36";"5.2";"0";"5.02";"1990";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"54.1"
"charcuteries et alternatives végétales";"28850";"Coppa";"284";"25";"1";"20";"0.5";"6.83";"0";"5.3";"1800";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"charcuteries et alternatives végétales";"28858";"Pancetta ou poitrine roulée sèche";"349";"20.2";"2.49";"28.8";"0.43";"12.4";"0";"4.14";"1650";"6.2";"0.71";"18";"370";"2.5";"0.66";"0";"0.51";"0.12";"4.54";"0.84";"0.93";"43.9"
"charcuteries et alternatives végétales";"28860";"Viande des Grisons";"207";"38.9";"0.56";"5.47";"0.56";"2.52";"0";"3.83";"1530";"30.8";"1.8";"46.6";"660";"5.9";"0.5";"0.01";"0.062";"0.26";"11.8";"1.33";"2.39";"49.5"
"charcuteries et alternatives végétales";"28900";"Jambon cuit, supérieur";"113";"21";"0.76";"2.83";"0.69";"1.1";"0.19";"1.87";"788";"20";"0.54";"22.5";"362";"2";"0.5";"0";"0.54";"0.2";"5.73";"0.4";"0.31";"73.3"
"charcuteries et alternatives végétales";"28901";"Jambon cuit, supérieur, avec couenne";"118";"20.4";"0.91";"3.59";"0.86";"1.2";"0.25";"1.96";"778";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"72.2"
"charcuteries et alternatives végétales";"28902";"Jambon cuit, supérieur, découenné";"117";"20.5";"0.77";"3.52";"0.76";"1.36";"0.05";"1.87";"742";"0";"1.5";"0";"440";"6.5";"0";"0.05";"0.52";"0.25";"2.6";"0";"0";"73"
"charcuteries et alternatives végétales";"28905";"Jambon à l'os braisé";"198";"21.6";"0.3";"12.3";"0";"4.68";"0";"2.97";"1190";"7";"0.87";"19";"286";"2.32";"0.7";"0";"0.6";"0.22";"4.46";"0.46";"0.64";"64.8"
"charcuteries et alternatives végétales";"28906";"Jambon cuit, supérieur, découenné dégraissé";"115";"20.3";"0.14";"3.66";"0.14";"1.24";"0.32";"1.82";"722";"20";"0.8";"22.6";"313";"2.2";"0.7";"0.17";"0.64";"0.22";"5.6";"0.7";"0.32";"72.8"
"charcuteries et alternatives végétales";"28907";"Jambon cuit, supérieur, dégraissé découenne, à teneur réduite en sel";"121";"20.8";"0.74";"3.83";"0.74";"1.5";"0.42";"1.48";"575";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"charcuteries et alternatives végétales";"28910";"Jambon cuit, choix";"125";"19.5";"1.7";"4.5";"1.7";"1.78";"0.08";"2.1";"945";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"72.3"
"charcuteries et alternatives végétales";"28911";"Épaule de porc, cuite, choix, découennée dégraissée";"124";"18";"2.8";"4.5";"1.35";"1.4";"0.5";"2.33";"950";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"71.7"
"charcuteries et alternatives végétales";"28912";"Jambon cuit, choix, avec couenne";"137";"19.4";"0.55";"6.3";"0.2";"0";"0";"2.53";"1000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"71.5"
"charcuteries et alternatives végétales";"28913";"Jambon cuit, choix, découenné dégraissé";"115";"19.6";"1.88";"3.24";"1.32";"1.18";"0.15";"1.96";"774";"10";"0";"0";"358";"0";"0";"0";"0";"0";"0";"0";"0";"72.1"
"charcuteries et alternatives végétales";"28917";"Rond de jambon cuit";"182";"20.3";"1.4";"10.6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"66"
"charcuteries et alternatives végétales";"28922";"Dés, allumettes, râpé ou haché de jambon";"120";"17.9";"2.08";"4.46";"1.69";"1.81";"0.36";"2.06";"811";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"charcuteries et alternatives végétales";"28924";"Épaule de porc, cuite, standard, découennée dégraissée";"123";"13.7";"2.89";"5.98";"2.89";"2.23";"1.3";"2.82";"1260";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"71.8"
"charcuteries et alternatives végétales";"28925";"Jambon cuit, de Paris, découenné dégraissé";"115";"20";"1.08";"3.42";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"charcuteries et alternatives végétales";"28927";"Haché de volaille";"137";"17.7";"3.5";"5.68";"1.4";"1.88";"0.63";"1.3";"550";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"charcuteries et alternatives végétales";"28929";"Dés, allumettes, râpé ou haché de jambon de volaille";"132";"18";"1.58";"5.88";"1.25";"2.35";"0.5";"2.2";"850";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"charcuteries et alternatives végétales";"28960";"Jambonneau, cuit";"157";"20";"5.43";"6";"0.65";"2.25";"0.4";"1.99";"785";"0";"0";"0";"0";"0";"0";"0";"0.4";"1.81";"4.2";"0";"0.32";"65.5"
"charcuteries et alternatives végétales";"28963";"Jambon de poulet ou blanc de poulet en tranche";"105";"20.7";"1.39";"1.79";"1.13";"0.54";"0.53";"1.86";"766";"6.3";"0.34";"29";"380";"0.58";"0.5";"0";"0.086";"0.08";"9.62";"1.16";"0.29";"74.3"
"charcuteries et alternatives végétales";"28964";"Jambon de dinde ou blanc de dinde en tranche";"99.3";"20.9";"0.023";"1.67";"0.023";"0.54";"0.39";"1.9";"763";"7.1";"0.35";"26";"370";"0.92";"0.5";"0";"0.058";"0.065";"8.86";"0.61";"0.6";"74"
"charcuteries et alternatives végétales";"28965";"Jambon de volaille ou blanc de volaille, à teneur réduite en sel, en tranche";"108";"21.3";"1.6";"1.65";"1.23";"0.53";"0.71";"1.38";"548";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"charcuteries et alternatives végétales";"28976";"Rôti de volaille en salaison, cuit";"109";"22";"1.28";"1.73";"0.97";"0.55";"0.44";"2";"806";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"boissons sans alcool";"29209";"Boisson au soja et jus de fruits concentrés, préemballée";"56.2";"2.3";"9.5";"1";"5.8";"0";"0";"0.22";"87";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"charcuteries et alternatives végétales";"30005";"Chipolata cuite";"283";"18.8";"0.8";"22.4";"0.4";"8.27";"0";"2.15";"859";"19";"0.79";"23";"370";"2";"0.46";"0";"0.38";"0.041";"4.66";"0.66";"0.81";"55.4"
"charcuteries et alternatives végétales";"30011";"Saucisse de Toulouse cuite";"279";"18.8";"1.28";"22.1";"0.6";"8.2";"0";"1.71";"686";"11.5";"0.9";"18.2";"650";"2.2";"0.5";"0";"0.41";"0.22";"4.4";"0.56";"0.41";"54.9"
"charcuteries et alternatives végétales";"30050";"Chair à saucisse crue";"323";"14.7";"0.6";"29.1";"0";"0";"0";"1.39";"556";"14.1";"1.2";"17.1";"293";"2.3";"0";"0";"0";"0";"0";"0";"0";"54.2"
"charcuteries et alternatives végétales";"30051";"Chair à saucisse, pur porc, crue";"258";"16.9";"0";"21.2";"0";"7.87";"0";"0.14";"56";"14";"0.88";"19";"287";"2.2";"0";"0.28";"0.73";"0.24";"4.34";"0.67";"0.7";"61.1"
"charcuteries et alternatives végétales";"30052";"Farce porc et boeuf crue";"309";"11.8";"4.4";"26.5";"0";"0";"2.6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"53.8"
"charcuteries et alternatives végétales";"30102";"Saucisse fumée à cuire";"336";"15.6";"0";"30.4";"0";"0";"0";"2.04";"755";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"49.5"
"charcuteries et alternatives végétales";"30104";"Saucisse de Morteau";"398";"16";"1.17";"36.6";"0.5";"0";"0";"2.6";"1040";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"43.7"
"charcuteries et alternatives végétales";"30105";"Saucisse de Montbéliard, à cuire";"322";"17.3";"1.72";"27.3";"0.5";"10";"0";"2.33";"931";"29.9";"0.5";"26.8";"311";"2";"0.5";"0.34";"0.53";"0.18";"5.28";"0.74";"0.63";"50.5"
"charcuteries et alternatives végétales";"30108";"Saucisse de Morteau bouillie/cuite à l'eau";"323";"15.2";"0";"29.1";"0";"12.2";"0";"2.02";"809";"8.4";"0.8";"15";"230";"1.9";"0.5";"0";"0.41";"0.15";"3.75";"0.61";"0.49";"49.6"
"charcuteries et alternatives végétales";"30110";"Saucisse de Toulouse crue";"321";"13.3";"0.64";"29.5";"0.5";"11.3";"0";"1.89";"747";"28.9";"0.9";"21.7";"0";"2.22";"0";"0";"0";"0";"0";"0";"0";"53.2"
"charcuteries et alternatives végétales";"30115";"Chipolata crue";"253";"15.8";"1";"20.6";"0.32";"7.61";"0.4";"1.58";"722";"20";"0.48";"16.6";"404";"1.76";"0.19";"0.34";"0.4";"0";"4.6";"0";"0.36";"62.2"
"charcuteries et alternatives végétales";"30125";"Saucisse alsacienne fumée ou gendarme";"300";"19";"0";"24.9";"0";"8.56";"0";"2.75";"1100";"18.3";"2.2";"21.3";"283";"1.5";"0.5";"0.64";"0.37";"0.15";"5.35";"0.54";"0.95";"49.5"
"charcuteries et alternatives végétales";"30130";"Saucisse de volaille façon charcutière";"239";"15.6";"1.14";"19.1";"0.9";"6.2";"0";"1.75";"0";"8";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"59.8"
"charcuteries et alternatives végétales";"30131";"Saucisse de volaille type knack";"236";"14";"1.82";"18.9";"1.01";"5.34";"0";"1.87";"746";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"64"
"charcuteries et alternatives végétales";"30134";"Saucisse de Francfort";"279";"13.7";"3.37";"23.4";"1";"9";"0.5";"2";"790";"16.5";"0.91";"11.9";"164";"1.4";"0.26";"0";"0.29";"0.2";"2.47";"0";"0.42";"56.7"
"charcuteries et alternatives végétales";"30150";"Merguez crue";"301";"13.8";"1.15";"26.8";"1.15";"11.2";"0";"2.01";"900";"22.1";"0";"23.3";"0";"2.78";"0";"0";"0";"0";"0";"0";"0";"55"
"charcuteries et alternatives végétales";"30151";"Merguez crue (aliment moyen)";"381";"12.8";"0";"36.3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"44.7"
"charcuteries et alternatives végétales";"30152";"Merguez, pur boeuf, crue";"436";"11";"0";"43.5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"39.8"
"charcuteries et alternatives végétales";"30153";"Merguez, boeuf et porc, crue";"415";"11.5";"0";"41";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"42.5"
"charcuteries et alternatives végétales";"30154";"Merguez, boeuf, mouton et porc, crue";"358";"14.6";"0";"33.3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"51.7"
"charcuteries et alternatives végétales";"30155";"Merguez, boeuf et mouton, cuite";"283";"19.8";"1.8";"21.8";"1.6";"12";"0";"2.33";"930";"38";"2.04";"22.8";"513";"3.3";"0.5";"0";"0.059";"0.2";"4.7";"0.26";"1.45";"54.8"
"charcuteries et alternatives végétales";"30156";"Merguez, boeuf et mouton, crue";"315";"14";"2.8";"27.6";"0";"0";"0";"1.58";"630";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"charcuteries et alternatives végétales";"30176";"Saucisse de foie";"374";"11.7";"0.9";"35.9";"0.9";"12";"0.3";"2.03";"810";"41";"5.3";"0";"143";"2.7";"1.09";"2.15";"0.24";"0.92";"3.6";"0";"0";"50.7"
"charcuteries et alternatives végétales";"30177";"Diot cru";"342";"18";"0";"30";"0";"0";"0";"2.25";"900";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"plats composés";"30181";"Haché végétal à base de soja, préemballé";"143";"11.5";"7.01";"5.8";"4.19";"0.64";"5.23";"0.78";"312";"67";"2.2";"66";"620";"1.2";"0.25";"0";"0.052";"0.037";"1.15";"0.4";"0";"67.5"
"charcuteries et alternatives végétales";"30300";"Saucisson sec";"418";"24.2";"5.48";"33.1";"2.55";"11.3";"0.73";"4.75";"1900";"14.4";"1.27";"32";"583";"2.7";"0.5";"0";"0.62";"0.37";"8.55";"0";"0.67";"30"
"charcuteries et alternatives végétales";"30301";"Saucisson sec pur porc";"417";"28.7";"1.79";"32.3";"1.4";"12.2";"0";"4.46";"1780";"15.8";"1.68";"26.7";"525";"3.6";"0.55";"0.58";"0.6";"0.3";"8.64";"0";"0.68";"32.8"
"charcuteries et alternatives végétales";"30302";"Saucisson sec pur porc, qualité supérieure";"368";"27.7";"2.1";"27.6";"1.9";"10.9";"0.5";"4.22";"1790";"20";"1.6";"29.5";"510";"3.5";"0.45";"0.74";"0.7";"0";"8.2";"0";"0.66";"36.9"
"charcuteries et alternatives végétales";"30304";"Rosette ou fuseau";"392";"24.2";"4.86";"30.7";"1.46";"11.8";"0";"4.56";"1790";"44";"1.2";"40.3";"488";"2.9";"1.11";"0.35";"0.68";"0.22";"6.87";"1.21";"0.82";"34.9"
"charcuteries et alternatives végétales";"30308";"Saucisson sec de Lyon pur porc";"255";"12.8";"0.83";"22";"0.83";"6.5";"1";"2.54";"1000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"charcuteries et alternatives végétales";"30309";"Saucisse sèche";"460";"27.3";"4.04";"37.1";"1.21";"14.5";"0.59";"4.74";"1900";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"26.2"
"charcuteries et alternatives végétales";"30311";"Saucisson sec aux noix et/ou noisettes";"477";"27.7";"1.78";"39.7";"1.04";"14.1";"0.75";"4.31";"1660";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"charcuteries et alternatives végétales";"30312";"Pavé au poivre (charcuterie)";"374";"23.5";"1.51";"30.3";"1.05";"11.9";"0.83";"4.27";"1690";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"charcuteries et alternatives végétales";"30314";"Saucisson sec allégé en matière grasse";"286";"34.6";"1.57";"15.7";"1.57";"5";"0.5";"5.8";"2320";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"charcuteries et alternatives végétales";"30315";"Chorizo";"425";"23.5";"1.24";"36.1";"1.24";"14.3";"0.93";"4.24";"1690";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"34"
"charcuteries et alternatives végétales";"30316";"Chorizo supérieur, doux ou fort, type saucisse sèche";"474";"20.9";"1.87";"41.9";"1.87";"16";"0.53";"3.91";"1560";"24";"1.8";"27";"490";"2";"0.83";"0";"0.39";"0.22";"6.14";"1.24";"1.11";"28"
"charcuteries et alternatives végétales";"30317";"Chorizo supérieur, doux ou fort, type charcuterie en tranches";"320";"22.6";"1.47";"23.9";"1.47";"8.8";"0.3";"4.3";"1720";"28";"1.4";"30";"650";"2.7";"0.73";"0";"0.35";"0.21";"4.92";"1.19";"0.82";"43.6"
"charcuteries et alternatives végétales";"30350";"Salami";"457";"17.7";"2.59";"41.8";"0.2";"16.2";"0";"4.05";"1620";"7.2";"1";"15";"300";"1.9";"0.68";"0";"0.3";"0.17";"3.52";"1.02";"1.58";"33.2"
"charcuteries et alternatives végétales";"30351";"Salami pur porc";"446";"17";"0.75";"41.5";"0.5";"16.6";"0.5";"4";"1600";"13";"1.3";"22";"378";"4.2";"0";"0";"0.93";"0.33";"5.6";"1.06";"2.8";"36.2"
"charcuteries et alternatives végétales";"30366";"Salami type danois";"455";"14.5";"2.42";"43";"0.5";"17";"0";"4.05";"1600";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"35.3"
"charcuteries et alternatives végétales";"30700";"Saucisson à l'ail";"276";"15";"0.56";"23.6";"0.56";"9.92";"0.63";"2";"783";"9";"2.3";"9";"230";"0";"0";"0";"0.16";"0.22";"2.6";"0";"0";"57.2"
"charcuteries et alternatives végétales";"30701";"Saucisson pur porc cuit";"322";"13.8";"1.3";"29";"0";"0";"0";"1.9";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"52.1"
"charcuteries et alternatives végétales";"30707";"Saucisson brioché, cuit";"303";"14.7";"20.9";"17.4";"3.8";"8.6";"2";"1.38";"550";"19";"1.1";"21";"240";"1.7";"0.5";"0";"0.3";"0.14";"2.66";"1.02";"0.54";"42.4"
"charcuteries et alternatives végétales";"30730";"Cervelas";"278";"11.9";"1.56";"24.8";"0.63";"9.37";"0.4";"1.95";"763";"32.6";"0.5";"20.4";"187";"1";"0.5";"0.56";"0.21";"0.11";"3.43";"0.43";"0.61";"61.1"
"charcuteries et alternatives végétales";"30731";"Cervelas obernois";"305";"13";"1";"27.5";"0.6";"11.5";"0.6";"2";"800";"0";"0.5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"charcuteries et alternatives végétales";"30732";"Cervelas à l'ail, pur porc";"297";"12.5";"0.2";"27.4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"55.3"
"charcuteries et alternatives végétales";"30742";"Saucisse de Strasbourg ou knack, à cuire";"291";"12.4";"1.39";"25.9";"1.06";"10.9";"1.37";"1.99";"807";"23.7";"1.12";"13.4";"204";"1.13";"0.26";"0.38";"0.29";"0.2";"2.47";"0";"0.42";"57.9"
"charcuteries et alternatives végétales";"30743";"Saucisse de Strasbourg ou knack, à teneur réduite en sel, à cuire";"284";"12";"1.5";"25.3";"1.37";"9.83";"0.8";"1.48";"590";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"charcuteries et alternatives végétales";"30746";"Saucisse cocktail";"290";"12.7";"1.46";"25.9";"1.09";"9.59";"0.27";"2.1";"849";"31.6";"0.65";"20";"305";"1.1";"0.5";"0";"0.2";"0.14";"2.43";"0.3";"0.8";"59.5"
"charcuteries et alternatives végétales";"30750";"Saucisse viennoise crue";"233";"10.3";"0";"21.3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"56.8"
"charcuteries et alternatives végétales";"30764";"Saucisse de jambon pur porc";"236";"15.7";"3.96";"17.5";"0.7";"6.8";"0";"2";"780";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"60.8"
"charcuteries et alternatives végétales";"30766";"Saucisse de bière";"319";"13";"0";"29.7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"53.6"
"charcuteries et alternatives végétales";"30778";"Saucisse de langue à la pistache";"294";"15.3";"0";"25.8";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"55.6"
"charcuteries et alternatives végétales";"30780";"Saucisse (aliment moyen)";"286";"17.4";"1.22";"23.4";"0.81";"9.62";"0.24";"2.06";"828";"21.7";"1.24";"19.6";"414";"2.14";"0.33";"0";"0.3";"0.16";"4.15";"0.52";"0.77";"55.3"
"charcuteries et alternatives végétales";"30789";"Mortadelle";"310";"15.2";"0.69";"27.4";"0.67";"10.2";"0.000017";"2.3";"967";"36.5";"0.8";"26.9";"270";"1.5";"0.78";"0.5";"0.33";"0.16";"4.09";"0.52";"0.68";"55.1"
"charcuteries et alternatives végétales";"30790";"Mortadelle, pur porc";"310";"14.8";"4.46";"25.8";"1";"9.85";"0";"2.14";"850";"19";"1.1";"0";"236";"1.6";"0";"0.09";"0.19";"0.26";"3.6";"0";"0";"52.3"
"charcuteries et alternatives végétales";"30791";"Mortadelle, porc et boeuf";"304";"16.4";"2.53";"25.4";"0";"9.51";"0";"3.12";"1250";"18";"1.4";"11";"163";"2.1";"1";"0";"0.12";"0.15";"2.67";"0.44";"1.48";"52.3"
"charcuteries et alternatives végétales";"30797";"Mortadelle pistachée pur porc";"317";"14.4";"0.42";"28.2";"0.41";"11.4";"1.97";"2.08";"822";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"52.1"
"charcuteries et alternatives végétales";"30801";"Saucisson de cheval type cervelas";"244";"14.2";"1.4";"20";"1.4";"7.1";"0";"2.46";"985";"15";"1.9";"13";"200";"1.9";"0.25";"0";"0.059";"0.064";"2.04";"0.41";"2.18";"57.6"
"confitures et assimilés";"30886";"Gelée, autres fruits ou mélange de fruits (extra ou classique)";"252";"0.1";"61.9";"0.1";"60.9";"0.025";"1.25";"0.0075";"17";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"confitures et assimilés";"30887";"Confiture, autres fruits ou mélange de fruits, allégée en sucres (extra ou classique)";"162";"0.75";"38";"0.21";"38";"0.026";"1.8";"0.023";"9";"13";"0.2";"6.7";"110";"0.06";"0.25";"0";"0.015";"0.01";"0.14";"0.11";"0";"58.2"
"confitures et assimilés";"30888";"Marmelade ou confiture d'autres agrumes ou mélange d'agrumes (extra ou classique)";"0";"0.33";"59.5";"0.2";"55.5";"0.044";"0.99";"0.0089";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"confitures et assimilés";"30889";"Marmelade ou confiture d'orange, allégée en sucres";"0";"0.25";"40.6";"0.063";"39.9";"0.000025";"1.03";"0.015";"9.56";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"charcuteries et alternatives végétales";"30900";"Charcuterie (aliment moyen)";"241";"18.6";"1.94";"17.5";"0.73";"6.73";"0.27";"2.22";"889";"16.3";"2.08";"20.8";"351";"2.21";"0.48";"0";"0.4";"0.27";"5.18";"0.64";"0.99";"58.8"
"confitures et assimilés";"30990";"Confiture de mûre (extra ou classique)";"245";"0.44";"58.3";"0.63";"56.9";"0.31";"1.3";"0.0075";"3";"15.6";"0.37";"12.5";"94.4";"0.5";"0.25";"0";"0.02";"0.02";"0.2";"0.09";"0";"38.5"
"confitures et assimilés";"30991";"Gelée de mûre (extra ou classique)";"245";"0.53";"60";"0.28";"57.4";"0.025";"0.73";"0.0066";"8";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"37.2"
"confitures et assimilés";"30992";"Confiture de rhubarbe (extra ou classique)";"239";"0.26";"58.6";"0.057";"57.7";"0.0015";"1.53";"0.01";"1.5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"confitures et assimilés";"30993";"Confiture de pêche (extra ou classique)";"242";"0.27";"59.5";"0.075";"57.4";"0.0013";"1.16";"0.0083";"15.3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"confitures et assimilés";"30994";"Confiture de figue (extra ou classique)";"243";"0.63";"59.1";"0.17";"56.8";"0.033";"1.31";"0.012";"7.25";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"38"
"confitures et assimilés";"30995";"Confiture de fraise, allégée en sucres";"166";"0.31";"40.3";"0.1";"39.6";"0.032";"1.37";"0.024";"6.7";"12.2";"0.1";"8.5";"61.7";"0.1";"0";"0.1";"0";"0.05";"0.05";"0.05";"0";"54.3"
"confitures et assimilés";"30996";"Confiture d'abricot, allégée en sucres";"167";"0.41";"40.5";"0.067";"39.5";"0.029";"1.33";"0.028";"4.3";"12.4";"0.1";"5.5";"89.8";"0.1";"0";"0.28";"0";"0.05";"0.05";"0.05";"0";"55.2"
"confitures et assimilés";"30997";"Confiture de framboise, allégée en sucres";"167";"0.68";"39.2";"0.14";"37.9";"0.034";"2.98";"0.024";"5.88";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"confitures et assimilés";"30998";"Gelée de framboise (extra ou classique)";"249";"0.56";"61";"0.1";"59.3";"0.0013";"0.86";"0.0056";"21.1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"confitures et assimilés";"30999";"Confiture ou marmelade, tout type de fruits, sans précision sur la teneur en sucres (aliment moyen)";"235";"0.36";"57.1";"0.27";"55.7";"0.068";"1.34";"0.015";"6.7";"12.5";"0.18";"6.4";"88.8";"0.068";"0";"0";"0";"0.0074";"0.062";"0.073";"0";"40.5"
"chocolats et produits à base de chocolat";"31000";"Barre chocolatée biscuitée";"492";"5.56";"61.4";"24.1";"43.3";"14";"3.7";"0.33";"132";"126";"3.2";"42.3";"322";"0.84";"0";"0";"0.07";"0.26";"1.23";"0.71";"0.25";"3.8"
"chocolats et produits à base de chocolat";"31001";"Barre chocolatée non biscuitée enrobée";"496";"3.7";"66.4";"24.1";"47";"14";"0.6";"0.5";"200";"99.8";"2.49";"50.9";"171";"0.56";"0.089";"4.87";"0.066";"0.2";"0.23";"0.45";"0.16";"3.83"
"chocolats et produits à base de chocolat";"31002";"Barre à la noix de coco, enrobée de chocolat";"475";"3.88";"60.2";"23.8";"53";"19.6";"3";"0.5";"200";"78.8";"1.8";"46.8";"331";"0.8";"0.5";"0.18";"0.042";"0.18";"0.47";"0.27";"0.17";"7.83"
"chocolats et produits à base de chocolat";"31004";"Chocolat au lait, tablette";"550";"7.5";"58.9";"30.8";"56.3";"18.7";"2.9";"0.2";"78";"220";"3.6";"59";"510";"1.1";"1.5";"0";"0.071";"0.26";"0.18";"1.26";"0.54";"0.37"
"chocolats et produits à base de chocolat";"31005";"Chocolat noir 50 % de cacao environ, tablette";"521";"5.98";"53";"29.6";"46.3";"19";"8.31";"0.035";"10.2";"40";"3.5";"100";"490";"2";"0.25";"0";"0.15";"0.065";"0.5";"0.22";"0";"0.7"
"confitures et assimilés";"31006";"Confiture ou marmelade ou gelée, tout type de fruits, non allégée en sucres (aliment moyen)";"244";"0.33";"59.3";"0.28";"57.7";"0.073";"1.29";"0.014";"6.56";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"38.7"
"confiseries non chocolatées";"31007";"Chewing-gum, sucré";"360";"0.25";"86.4";"0.65";"68.1";"0.3";"4";"0.013";"5";"18";"9.5";"340";"3.5";"0.06";"0.25";"0";"0";"0";"0";"0";"0";"2.6"
