"sous_groupe";"id_aliment";"nom";"calories_kcal_100g";"proteines_g_100g";"glucides_g_100g";"lipides_g_100g";"sucres_g_100g";"ag_satures_g_100g";"fibres_g_100g";"sel_g_100g";"sodium_mg_100g";"calcium_mg_100g";"fer_mg_100g";"magnesium_mg_100g";"potassium_mg_100g";"zinc_mg_100g";"vitamine_d_µg_100g";"vitamine_e_mg_100g";"vitamine_b1_mg_100g";"vitamine_b2_mg_100g";"vitamine_b3_mg_100g";"vitamine_b5_mg_100g";"vitamine_b12_µg_100g";"eau_g_100g"
"pommes de terre et autres tubercules";"4015";"Pomme de terre poêlée, avec matière grasse";"137";"2.5";"17.3";"5.7";"2.2";"1.16";"2.6";"0.51";"204";"18";"0.73";"28";"680";"0.35";"0";"0";"0.043";"0.01";"0.72";"0.41";"0";"69.9"
"pommes de terre et autres tubercules";"4016";"Flocons de pomme de terre, au lait ou à la crème, déshydratés";"376";"10.1";"71";"3.97";"6";"3.39";"8";"0.18";"71";"73";"2.03";"69.5";"1650";"1.13";"0";"1";"0";"0.24";"6.35";"1.31";"0";"5.92"
"pommes de terre et autres tubercules";"4017";"Purée de pomme de terre, à base de flocons, reconstituée avec lait entier et matière grasse";"107";"1.92";"12.6";"5.18";"1.68";"1.87";"1.47";"0.56";"223";"38.7";"0.19";"16.3";"184";"0.2";"0.3";"0";"0.11";"0.062";"0.77";"0.2";"0.11";"77.8"
"pommes de terre et autres tubercules";"4018";"Purée de pomme de terre, avec lait et beurre, sans sel ajouté";"94.8";"1.89";"15.7";"2.4";"1.46";"1.46";"1.5";"0.11";"44.9";"31.1";"0.21";"15.2";"260";"0.22";"0.2";"0";"0.088";"0.041";"1.1";"0.48";"0.07";"77"
"pommes de terre et autres tubercules";"4019";"Purée de pomme de terre, à base de flocons, reconstituée avec lait demi-écrémé et eau, non salée";"68.5";"2.63";"12.4";"0.53";"1.75";"0.35";"1.8";"0.23";"91.5";"36.5";"0.39";"15";"270";"0.31";"0";"0.13";"0.033";"0.091";"1.06";"0.28";"0.091";"82.8"
"pommes de terre et autres tubercules";"4020";"Pomme de terre dauphine, surgelée, à cuire";"242";"4.25";"19.7";"15.7";"3.19";"2.01";"2.27";"1.15";"468";"22.2";"0.99";"9.25";"138";"0.68";"0";"0";"0";"0";"0";"0";"0";"56"
"pommes de terre et autres tubercules";"4021";"Pomme de terre dauphine, surgelée, cuite";"302";"4.5";"30.2";"17.7";"3.5";"3.39";"2";"1.32";"527";"120";"0.8";"14";"180";"0.38";"0.25";"0";"0.08";"0.071";"0.31";"0.75";"0.39";"43.5"
"pommes de terre et autres tubercules";"4022";"Flocons de pomme de terre, nature, déshydratés";"346";"8";"73.5";"0.41";"2.35";"0.17";"8.05";"0.55";"220";"27";"1.21";"66";"1100";"0.7";"0";"0";"0.99";"0.11";"6.26";"2.08";"0";"6.58"
"pommes de terre et autres tubercules";"4023";"Pomme de terre nouvelle ou primeur, crue";"76.4";"1.94";"15.8";"0.3";"0.2";"0.058";"1.35";"0.058";"23";"10";"0.6";"0";"367";"0.5";"0";"0.06";"0.12";"0.03";"2.4";"0";"0";"80.9"
"pommes de terre et autres tubercules";"4025";"Potatoes ou wedges ou quartiers de pommes de terre épicés, surgelées, cuites";"175";"3.25";"25.3";"5.8";"0";"0.64";"3.4";"0.76";"302";"17";"0.7";"24";"550";"0.43";"0.5";"0";"0.091";"0.01";"0.1";"0.6";"0";"59.9"
"pommes de terre et autres tubercules";"4026";"Pomme de terre, rôtie/cuite au four";"91.4";"2.5";"19";"0.13";"1.18";"0.035";"2.2";"0.025";"10";"15";"1.08";"28";"535";"0.36";"0";"0";"0.064";"0.048";"1.41";"0.38";"0";"74.9"
"pommes de terre et autres tubercules";"4027";"Pomme de terre sautée/poêlée/rissolée, préfrite, surgelée, cuite";"156";"2.81";"23";"4.8";"0";"0.61";"4";"0.19";"77";"11";"0.63";"26";"570";"0.42";"0";"0";"0.086";"0.01";"0.54";"0.51";"0";"63.3"
"pommes de terre et autres tubercules";"4028";"Pomme de terre de conservation, sans peau, bouillie/cuite à l'eau";"72.6";"1.81";"15.4";"0.5";"0.2";"0";"1.9";"0.01";"5";"6.5";"0.31";"17";"390";"0.23";"0";"0";"0.062";"0.01";"0.61";"0.37";"0.074";"79.7"
"pommes de terre et autres tubercules";"4029";"Pomme de terre nouvelle ou primeur, bouillie/cuite à l'eau, sans peau";"71.1";"1.84";"14.9";"0.1";"0";"0";"2.13";"0";"0";"0";"0.7";"19.7";"291";"0.34";"0";"0";"0";"0";"0";"0";"0";"79.9"
"pommes de terre et autres tubercules";"4030";"Frites de pommes de terre, surgelées, rôties/cuites au four";"213";"3.75";"32.6";"6.6";"0.2";"0.75";"4.2";"0.39";"156";"11";"0.67";"29";"590";"0.45";"0.5";"0";"0.097";"0.018";"1.15";"0.52";"0";"51.1"
"pommes de terre et autres tubercules";"4032";"Frites de pommes de terre, surgelées, cuites en friteuse";"258";"3.28";"32.7";"11.9";"0.61";"2.86";"3.9";"0.073";"29";"23.8";"0.9";"23.3";"684";"0.36";"0";"5.03";"0.11";"0.059";"2.57";"0.43";"0.04";"48.7"
"pommes de terre et autres tubercules";"4034";"Pomme de terre duchesse, surgelée, cuite";"218";"3.44";"29.6";"8.5";"0.4";"0.96";"4.8";"0.99";"395";"51";"0.81";"28";"530";"0.53";"0.5";"0";"0.092";"0.051";"0.34";"0.42";"0";"51.5"
"pommes de terre et autres tubercules";"4035";"Pomme de terre noisette, surgelée, cuite";"191";"2.81";"28.4";"6.6";"0.2";"0.94";"3.4";"0.87";"347";"27";"0.61";"22";"420";"0.39";"0";"0";"0.18";"0.033";"0.66";"0.46";"0.07";"56.9"
"pommes de terre et autres tubercules";"4036";"Pomme de terre sautée/poêlée/rissolée à la graisse de canard";"200";"2.44";"20.8";"11.4";"1.51";"3.24";"2.33";"0.65";"266";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"pommes de terre et autres tubercules";"4037";"Chips de pommes de terre nature ou aromatisées, à l'ancienne";"551";"5.62";"46.7";"36.9";"1.02";"3.25";"4.7";"1.41";"702";"21";"0.98";"55";"1100";"0.6";"0.5";"0";"0.31";"0.02";"4.74";"0.83";"0";"2"
"pommes de terre et autres tubercules";"4038";"Chips de pommes de terre nature ou aromatisées, allégées en matière grasse (et assimilés )";"481";"6.57";"61.4";"22.1";"1.41";"1.98";"4.78";"1.08";"487";"56";"1.2";"67";"1300";"0.87";"0";"0";"0.32";"0.029";"2.56";"1.57";"0.049";"1.3"
"pommes de terre et autres tubercules";"4039";"Rostis ou galette de pomme de terre";"182";"2.38";"22.5";"8.3";"0.2";"1.06";"3.3";"0.82";"328";"18";"0.55";"22";"460";"0.35";"0.5";"0";"0.061";"0.01";"0.68";"0.44";"0";"61.4"
"pommes de terre et autres tubercules";"4040";"Purée de pomme de terre, avec lait et beurre, salée";"117";"1.98";"11.3";"6.7";"1.28";"3.7";"1.79";"0.6";"200";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"77"
"plats composés";"4041";"Aligot (purée de pomme de terre à la tomme fraîche), préemballé";"195";"8.06";"9.5";"13.3";"0.57";"8.25";"1.3";"1";"398";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"65.1"
"pommes de terre et autres tubercules";"4042";"Pomme de terre duchesse, surgelée, à cuire";"157";"2.41";"21.4";"6.26";"0.4";"0.82";"2.54";"0.86";"368";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"65.7"
"pommes de terre et autres tubercules";"4043";"Pomme de terre sautée/poêlée/rissolée, préfrite, surgelée, à cuire";"137";"2.35";"20.4";"4.5";"0.57";"0.68";"2.54";"0.18";"66";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"69.1"
"pommes de terre et autres tubercules";"4044";"Frites de pommes de terre, surgelées, préfrites, pour cuisson au four";"142";"2.38";"21";"4.73";"0.38";"0.65";"2.77";"0.36";"109";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"67.9"
"pommes de terre et autres tubercules";"4045";"Frites de pommes de terre, surgelées, préfrites, pour cuisson micro-onde";"223";"3.26";"27.2";"10.2";"0.42";"1.09";"4.39";"0.23";"160";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"53.5"
"pommes de terre et autres tubercules";"4046";"Frites de pommes de terre, surgelées, préfrites, pour cuisson en friteuse";"244";"3.12";"29.1";"12.1";"0.48";"4.09";"3.39";"0.12";"57.9";"20";"1.8";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"pommes de terre et autres tubercules";"4047";"Purée de pomme de terre (aliment moyen)";"96.8";"2.1";"13";"3.7";"1.54";"1.84";"1.64";"0.37";"140";"35.4";"0.26";"15.5";"238";"0.24";"0.17";"0";"0.077";"0.065";"0.97";"0.32";"0.089";"78.7"
"pommes de terre et autres tubercules";"4048";"Pomme de terre, cuite (aliment moyen)";"94.9";"2.05";"17.2";"1.58";"0.83";"0.44";"2.15";"0.12";"49.4";"9.38";"0.44";"20.6";"457";"0.25";"0";"0";"0.068";"0.012";"1.02";"0.45";"0.036";"75.8"
"pommes de terre et autres tubercules";"4049";"Croquette de pomme de terre, surgelée, à cuire";"164";"2.52";"22.4";"6.59";"0.59";"0.87";"2.43";"0.8";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"pommes de terre et autres tubercules";"4050";"Chips de pommes de terre nature ou aromatisées, sans sel ajouté";"503";"6.2";"47.6";"30.8";"0.83";"2.87";"5.05";"0.033";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"pommes de terre et autres tubercules";"4051";"Poêlée de pommes de terre à la sarladaise (graisse de canard, ail et persil), surgelée, à cuire";"203";"2.27";"20.9";"11.6";"1.22";"3.54";"2.84";"0.66";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"pommes de terre et autres tubercules";"4052";"Potatoes ou wedges ou quartiers de pommes de terre épicés, surgelées, à cuire";"141";"2.48";"20.3";"5";"0.52";"0.59";"2.64";"0.62";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"pommes de terre et autres tubercules";"4053";"Pomme de terre grenaille, préfrite, surgelée, à cuire";"133";"2.4";"17.9";"5.3";"2.23";"1.02";"2.16";"0.42";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"farines";"4090";"Fécule de pomme de terre";"348";"0";"86.3";"0.2";"0";"0.039";"0.55";"0.0094";"3.75";"27.5";"0.84";"6";"33.5";"0.16";"0";"0";"0.0055";"0.005";"0.12";"0";"0";"12.7"
"pommes de terre et autres tubercules";"4101";"Patate douce, crue";"81.2";"1.57";"17.1";"0.05";"4.18";"0.018";"3";"0.14";"55";"30";"0.61";"25";"337";"0.3";"0";"0";"0.078";"0.061";"0.56";"0.8";"0";"77.3"
"pommes de terre et autres tubercules";"4102";"Patate douce, cuite";"79.1";"1.69";"16.3";"0.15";"6.11";"0.042";"2.9";"0.079";"31.5";"32.5";"0.71";"22.5";"353";"0.26";"0";"0";"0.082";"0.077";"1.01";"0.73";"0";"78"
"pommes de terre et autres tubercules";"4103";"Patate douce, purée, cuisinée à la crème";"79.8";"1.1";"12.1";"2";"7.5";"1.4";"4.5";"0.56";"225";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"boisson alcoolisées";"5000";"Bière brune";"40.5";"0.43";"4.1";"0";"4.1";"0";"0";"0.029";"11.6";"6.91";"0.02";"9.55";"45";"0.17";"0";"0";"0.005";"0.03";"0.59";"0.11";"0";"92.7"
"boisson alcoolisées";"5001";"Bière ""coeur de marché"" (4-5° alcool)";"39";"0.39";"3.12";"0";"0.05";"0";"0";"0.0047";"1.88";"6.05";"0.01";"7.2";"36.6";"0";"0";"0";"0.005";"0.025";"0.74";"0.041";"0.02";"92"
"boisson alcoolisées";"5002";"Bière forte (>8° alcool)";"62.5";"0.51";"4.6";"0";"0";"0";"0";"0.017";"6.8";"4.3";"0.02";"9";"64.2";"0.013";"0";"0";"0.007";"0.03";"0.47";"0.085";"0.02";"88.8"
"boisson alcoolisées";"5003";"Cidre (aliment moyen)";"36.5";"0.075";"3.67";"0.18";"3.23";"0";"0";"0.01";"4.17";"7.9";"0.61";"3.14";"100";"0.022";"0";"0";"0";"0";"0";"0";"0";"93.4"
"boisson alcoolisées";"5004";"Panaché (limonade et bière)";"39";"0";"6.33";"0";"5.4";"0";"0";"0.0052";"2.07";"0.77";"0.058";"0.36";"18.9";"0.016";"0";"0";"0.0065";"0.036";"0.31";"0.065";"0.038";"92.3"
"boisson alcoolisées";"5005";"Panaché préemballé (<1° alc.), aromatisé ou non";"32";"0.0046";"7.11";"0.021";"6.47";"0.000023";"0.21";"0.0053";"1.37";"3.42";"0.006";"3.07";"7.47";"0";"0";"0";"0.0035";"0.012";"0.53";"0.047";"0.033";"94"
"boisson alcoolisées";"5006";"Cidre brut";"35.9";"0";"2.62";"0";"2.22";"0";"0";"0.01";"4.12";"3.24";"0.84";"2.92";"95.8";"0.022";"0";"0";"0";"0";"0";"0";"0";"93.9"
"boisson alcoolisées";"5007";"Cidre doux";"38.9";"0.25";"6.4";"0.6";"5.8";"0";"0";"0.0098";"3.9";"17";"0.1";"3.5";"110";"0.05";"0";"0";"0.015";"0.01";"0.1";"0.064";"0";"91.9"
"boisson alcoolisées";"5008";"Bière faiblement alcoolisée (3° alcool)";"35.3";"0.31";"4.62";"0.05";"1.33";"0";"0";"0.0048";"1.9";"7.08";"0.007";"5.97";"34.1";"0";"0";"0";"0.005";"0.015";"0.74";"0.03";"0.02";"94.9"
"boisson alcoolisées";"5009";"Bière blanche";"60.9";"0.5";"7.55";"0.5";"0";"0";"1";"0.0075";"3";"6.18";"0.25";"8.28";"58.4";"0.5";"0.1";"0";"0.02";"0.02";"0.2";"0.05";"0.052";"86.9"
"boisson alcoolisées";"5010";"Bière ""spéciale"" (5-6° alcool)";"56";"0.48";"4.55";"0.05";"0";"0";"0";"0.0048";"1.92";"5.89";"0.006";"9.84";"48.8";"0";"0";"0";"0.04";"0.3";"0.8";"1";"0";"90.8"
"boisson alcoolisées";"5011";"Bière ""de spécialités"" ou d'abbaye, régionales ou d'une brasserie (degré d'alcool variable)";"47.1";"0.51";"3.2";"0";"0.25";"0";"0";"0.0093";"3.7";"4.9";"0.012";"7.9";"41.6";"0.018";"0";"0";"0.006";"0.019";"0.65";"0.14";"0.02";"91.3"
"boisson alcoolisées";"5020";"Cidre traditionnel";"32.5";"0";"1.87";"0";"1.58";"0";"0";"0.013";"5.35";"8.95";"0.74";"3.4";"95.8";"0.02";"0";"0";"0";"0";"0";"0";"0";"94.2"
"boisson alcoolisées";"5021";"Cidre bouché demi-sec";"44.3";"0.25";"4.4";"0.6";"3.7";"0";"0";"0.007";"2.8";"17";"0.2";"3.4";"120";"0.05";"0";"0";"0.015";"0.01";"0.1";"0.086";"0";"93.7"
"boisson alcoolisées";"5022";"Cidre aromatisé aux fruits";"38.4";"0.25";"7.07";"0.6";"6.57";"0";"0";"0.008";"3.2";"16";"0.1";"4";"110";"0.05";"0";"0";"0.015";"0.01";"0.1";"0.078";"0";"92"
"boisson alcoolisées";"5029";"Bière sans alcool, sucrée, aromatisée ou au jus de fruits";"30.6";"0.2";"7.36";"0.041";"5.5";"0.016";"0.19";"0.0049";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"boisson alcoolisées";"5030";"Bière sans alcool (<1,2° alcool) et sans sucres ajoutés, aromatisée ou non";"29.4";"0.2";"6.08";"0.053";"3.27";"0.0078";"0.5";"0.0053";"1.53";"4.75";"0.011";"6.2";"29.3";"0";"0";"0";"0.0028";"0.013";"0.65";"0.047";"0.0089";"94"
"boisson alcoolisées";"5100";"Pétillant de fruits";"65.7";"0";"6.95";"0";"6.95";"0";"0";"0.0075";"3";"6";"0.4";"4";"30";"0.1";"0";"0";"0";"0";"0.1";"0.2";"0";"87.6"
"boisson alcoolisées";"5201";"Vin blanc mousseux";"72.3";"0.1";"1.78";"0";"1.78";"0";"0";"0.0035";"1.41";"9.16";"0.6";"5.28";"54.8";"0.024";"0";"0";"0.005";"0.01";"0.085";"0.03";"0";"88.5"
"boisson alcoolisées";"5207";"Champagne";"76.1";"0.3";"1.4";"0";"1.4";"0";"0";"0.0048";"1.93";"7.15";"0.11";"7.97";"22.8";"0.042";"0";"0";"0";"0.01";"0.1";"0.045";"0";"86.8"
"boisson alcoolisées";"5209";"Vin blanc mousseux aromatisé";"83.5";"0.2";"5.1";"0";"5.1";"0";"0";"0.033";"13";"14";"0.6";"0";"110";"0";"0";"0";"0";"0.01";"0.1";"0";"0";"0"
"boisson alcoolisées";"5210";"Vin (aliment moyen)";"76.7";"0.16";"0.96";"0.3";"0.83";"0";"0.61";"0.61";"2.24";"7.71";"0.47";"9.22";"101";"0.17";"0.061";"0";"0.015";"0.016";"0.098";"0.03";"0";"86.9"
"boisson alcoolisées";"5214";"Vin rouge";"75.7";"0.16";"0";"0.5";"0";"0";"1";"2";"2";"6.31";"0.36";"10.5";"115";"0.5";"0.1";"0";"0.02";"0.01";"0.2";"0.05";"0";"87.2"
"boisson alcoolisées";"5215";"Vin blanc sec";"55.3";"0.25";"0.17";"0";"0.17";"0";"0";"0.0063";"2.5";"7.1";"0.34";"7.3";"84.3";"0.05";"0";"0";"0.01";"0.01";"0.1";"0.038";"0";"92.1"
"boisson alcoolisées";"5216";"Vin rosé";"69.2";"0.15";"1.4";"0";"1.4";"0";"0";"0.01";"4";"12";"0.95";"7";"75";"0.034";"0";"0";"0.005";"0.04";"0.085";"0.04";"0";"88.1"
"aides culinaires";"5217";"Vin cuisiné (alcool évaporé)";"15";"0.1";"3.66";"0";"0";"0";"0";"0.0075";"2.99";"8.38";"0.66";"0";"111";"0.1";"0";"0";"0.0079";"0.034";"0.16";"0";"0";"0"
"aides culinaires";"5219";"Alcool fort (type rhum), cuisiné (alcool évaporé)";"0.0019";"0";"0.00049";"0";"0";"0";"0";"0.0039";"1.58";"0";"0.13";"0";"3.15";"0.068";"0";"0";"0.011";"0.0063";"0.021";"0";"0";"100"
"viandes crues";"6001";"Boeuf, côte crue";"251";"18.7";"0";"19.6";"0";"0";"0";"0.16";"65";"11";"2.8";"18";"355";"0";"0";"0";"0.08";"0.17";"4.5";"0";"1.4";"0"
"viandes crues";"6002";"Boeuf, épaule crue";"130";"21.4";"0";"4.97";"0";"1.96";"0";"0.18";"72";"12";"2.62";"25";"395";"6.78";"0.55";"0";"0.09";"0.21";"4.58";"0.79";"2.73";"72.6"
"viandes crues";"6003";"Boeuf, basse-côte crue";"201";"19";"1.45";"13.2";"0.5";"5.94";"0";"0.17";"68";"0";"2.75";"0";"0";"5.97";"0";"0";"0";"0";"0";"0";"1.22";"65.8"
"viandes cuites";"6100";"Boeuf, entrecôte, partie maigre grillée/poêlée";"198";"25.5";"0";"10.7";"0";"4.75";"0";"0.15";"58";"12";"2.55";"23";"279";"6.34";"0.1";"0.58";"0.07";"0.15";"4.4";"0.22";"1.85";"62.3"
"viandes cuites";"6101";"Boeuf braisé";"240";"32.1";"0";"12.4";"0";"5.72";"0";"0.15";"0";"0";"5.9";"24.3";"0";"10.5";"0";"0";"0";"0";"0";"0";"0";"55.7"
"viandes crues";"6102";"Boeuf, gîte à la noix cru";"187";"20.7";"0";"11.5";"0";"4.54";"0";"0.14";"56";"20";"1.74";"22";"327";"3.82";"0.4";"0";"0.082";"0.13";"6.18";"0.6";"1.49";"66.9"
"viandes crues";"6103";"Boeuf, entrecôte crue";"231";"19.4";"0";"17.1";"0";"8.07";"0";"0.075";"29.8";"8";"2.21";"20";"246";"4.25";"0.1";"0";"0.099";"0.24";"3.91";"0.6";"1.85";"62.5"
"viandes cuites";"6104";"Boeuf, gîte à la noix cuit";"102";"21";"0.2";"1.9";"0";"0.8";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"viandes cuites";"6105";"Boeuf, faux-filet rôti/cuit au four";"194";"28.8";"0";"8.71";"0";"3.62";"0";"0";"0";"0";"2.41";"0";"0";"4.21";"0";"0";"0";"0";"5.77";"0";"1.19";"62"
"viandes crues";"6106";"Boeuf, rond de gîte cru";"111";"22.9";"0.38";"2.02";"0.5";"0.73";"0";"0.15";"60.2";"0";"2.08";"0";"0";"3.28";"0";"0";"0";"0";"0";"0";"0.93";"74"
"viandes cuites";"6110";"Boeuf, faux-filet grillé/poêlé";"182";"27.1";"0";"8.17";"0";"3.39";"0";"0.14";"56";"20";"2.26";"22";"336";"3.95";"0.2";"0";"0.04";"0.13";"5.77";"0.3";"1.19";"64.3"
"viandes crues";"6111";"Boeuf, faux-filet cru";"152";"22.3";"0.6";"6.74";"0";"0";"0";"0.082";"32.2";"24";"2.26";"21";"315";"3.26";"0.55";"0";"0.063";"0.098";"5.77";"0.58";"1.19";"70.5"
"viandes crues";"6116";"Boeuf, filet cru";"132";"21.6";"0.22";"4.95";"0.5";"2.06";"0";"0.15";"61.8";"0";"2.57";"0";"0";"3.22";"0";"0";"0";"0";"0";"0";"1.73";"72.8"
"viandes crues";"6122";"Boeuf, plat de côtes cru";"287";"18.4";"0";"23.7";"0";"10.6";"0";"0.12";"49";"9";"1.9";"14";"232";"3.08";"0";"0";"0.071";"0.12";"3.72";"0.24";"2.57";"58.2"
"viandes cuites";"6123";"Boeuf, plat de côtes braisé ou bouilli/cuit à l'eau";"269";"37.3";"0";"13.3";"0";"5.58";"0";"0.13";"50";"12";"1.41";"15";"224";"8.02";"0.7";"0";"0.03";"0.15";"4.87";"1";"2.57";"48.9"
"viandes crues";"6130";"Boeuf, hampe crue";"154";"19";"0";"8.63";"0";"3.91";"0";"0.15";"59.3";"6";"3.68";"19";"242";"4.51";"0.1";"0";"0.1";"0.56";"3.97";"1.13";"4.61";"71.5"
"viandes cuites";"6131";"Boeuf, hampe grillée/poêlée";"174";"21.6";"0";"9.76";"0";"4.36";"0";"0";"0";"0";"3.79";"0";"0";"5.11";"0";"0";"0";"0";"3.93";"0";"4.6";"67.6"
"viandes crues";"6140";"Boeuf, joue crue";"136";"22.3";"0.4";"5.02";"0";"1.81";"0";"0.18";"71";"0";"3.18";"0";"0";"2.7";"0";"0";"0";"0";"4.67";"0";"7.24";"73.2"
"viandes cuites";"6141";"Boeuf, joue, braisée ou bouillie/cuite à l'eau";"236";"39.2";"0";"8.82";"0";"3.19";"0";"0";"0";"0";"2.04";"0";"0";"4.75";"0";"0";"0";"0";"4.67";"0";"7.23";"52.9"
"viandes crues";"6150";"Boeuf, jarret cru";"0";"0";"0";"4.25";"0";"1.22";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"viandes cuites";"6151";"Boeuf, jarret bouilli/cuit à l'eau";"161";"31";"0";"4.1";"0";"1.13";"0";"0";"0";"0";"3.9";"0";"0";"11";"0";"0.53";"0.03";"0";"3.2";"0.4";"1.2";"0"
"viandes crues";"6160";"Boeuf, tende de tranche crue";"116";"23.1";"0.57";"2.34";"0";"0.8";"0";"0.078";"31.1";"13";"2.75";"12";"317";"3.46";"0.4";"0";"0.063";"0.18";"5.21";"0.35";"1.16";"74.8"
"viandes cuites";"6161";"Boeuf, tende de tranche grillée/poêlée";"141";"28.7";"0";"2.92";"0";"0.98";"0";"0";"0";"0";"2.75";"0";"0";"4.32";"0";"0";"0";"0";"5.21";"0";"1.16";"68.5"
"viandes cuites";"6162";"Boeuf, tende de tranche rôtie/cuite au four";"146";"29.8";"0";"3.03";"0";"1.03";"0";"0";"0";"0";"2.93";"0";"0";"4.48";"0";"0";"0";"0";"5.21";"0";"1.16";"67.4"
"viandes cuites";"6200";"Boeuf, steak ou bifteck grillé/poêlé";"128";"27.6";"0";"1.95";"0";"0.98";"0";"0.16";"63.9";"7.07";"2.21";"28.9";"371";"5.39";"0";"0";"0";"0";"5.15";"0";"2.7";"69.1"
"viandes crues";"6201";"Boeuf, steak ou bifteck cru";"229";"18.7";"0.06";"17.2";"0";"6.91";"0";"0.15";"58.7";"7";"1.91";"19";"306";"3.75";"0.6";"0";"0.1";"0.16";"3.23";"0.32";"2.95";"62"
"viandes crues";"6202";"Boeuf, boule de macreuse crue";"118";"21.8";"0";"3.36";"0";"1.23";"0";"0.097";"37.9";"6";"2.86";"22";"354";"4.59";"0";"0";"0.12";"0.19";"4.43";"0";"1.89";"74.5"
"viandes crues";"6204";"Boeuf, onglet cru";"138";"19.9";"0.62";"6.18";"0.5";"2.76";"0";"0.18";"70.9";"0";"3.63";"0";"0";"4.67";"0";"0";"0";"0";"0";"0";"3.6";"72.4"
"viandes cuites";"6205";"Boeuf, onglet grillé/poêlé";"171";"23";"0";"8.8";"0";"0";"0";"0";"0";"0";"4";"0";"0";"6";"0";"0.53";"0.09";"0";"4.8";"1.4";"3.9";"0"
"viandes crues";"6206";"Boeuf, rumsteck cru";"118";"23.5";"0.4";"2.5";"0";"0.78";"0";"0.14";"54";"13";"2.33";"12";"312";"3.68";"0.5";"0";"0.064";"0.24";"6.43";"0.36";"1.64";"72.6"
"viandes cuites";"6207";"Boeuf, rumsteck grillé/poêlé";"138";"29";"0";"2.1";"0";"0.81";"0";"0.16";"63";"5.83";"2.6";"27.7";"406";"4.8";"0";"0";"0.1";"0.15";"1.3";"0.24";"1.8";"67.9"
"viandes cuites";"6208";"Boeuf, boule de macreuse grillée/poêlée";"144";"26.7";"0";"4.11";"0";"1.53";"0";"0";"0";"0";"2.86";"0";"0";"5.62";"0";"0";"0";"0";"4.42";"0";"1.89";"68.8"
"viandes cuites";"6210";"Boeuf, rosbif rôti/cuit au four";"126";"24.1";"0.3";"3.16";"0";"0.62";"0";"0.1";"70.4";"10.1";"3.1";"32";"369";"5.43";"0";"0";"0.1";"0.12";"6.1";"1.8";"1.3";"71.1"
"viandes cuites";"6211";"Boeuf, bavette d'aloyau grillée/poêlée";"162";"25";"0";"6.94";"0";"2.73";"0";"0";"0";"0";"3.38";"24.8";"0";"8.33";"0";"0.54";"0.06";"0";"4.17";"0.38";"3.12";"67.8"
"viandes crues";"6212";"Boeuf, bavette d'aloyau crue";"133";"20.4";"0";"5.67";"0";"2.2";"0";"0.085";"34.4";"25";"3.31";"22";"328";"6.8";"0";"0";"0.066";"0.1";"4.17";"0.61";"3.12";"73.7"
"viandes cuites";"6214";"Boeuf, boule de macreuse rôtie/cuite au four";"147";"27.3";"0";"4.2";"0";"1.59";"0";"0";"0";"0";"3.03";"0";"0";"5.74";"0";"0";"0";"0";"4.42";"0";"1.89";"68.2"
"viandes cuites";"6230";"Boeuf, à bourguignon ou pot-au-feu, cuit";"172";"34";"0";"4.05";"0";"2.77";"0";"0.15";"0";"0";"4.3";"0";"0";"9.7";"0";"0.51";"0.04";"0";"2.6";"0.5";"1.2";"59.4"
"viandes crues";"6231";"Boeuf, à bourguignon ou pot-au-feu, cru";"164";"24";"0";"7.5";"0";"2.7";"0";"0.1";"41.8";"18";"2.1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"viandes crues";"6240";"Boeuf, collier cru";"198";"20.1";"0.78";"12.7";"0.5";"5.41";"0";"0.17";"67.5";"0";"2.42";"0";"0";"6.06";"0";"0";"0";"0";"0";"0";"1.3";"66.7"
"viandes cuites";"6241";"Boeuf, collier braisé";"184";"33";"0";"5.8";"0";"1.97";"0";"0";"0";"0";"4.5";"0";"0";"9.3";"0";"0.62";"0.04";"0";"3.9";"1.2";"1.9";"0"
